N,P,K,temperature,humidity,ph,rainfall,label,Dist Name,Year,Dist Code,State Code,State Name,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha)
90,44,38,23.81073887,83.9034702,7.493271656,241.3375559,rice,guntur,2012,49,1,Andhra Pradesh,206.87,725.08,3504.99
74,35,40,26.54496194,80.14787225,6.946980216,242.2105008,rice,murshidabad,1987,804,13,West Bengal,356.82,532.61,1492.66
82,40,40,23.93040577,84.77752314,6.234621172,299.0085833,rice,mandya,1993,68,5,Karnataka,74.66,231.99,3107.29
88,55,45,24.62949157,80.41482968,7.717966745,254.8277871,rice,bareilly,2000,199,12,Uttar Pradesh,179.88,348.36,1936.62
78,42,42,20.07143097,81.62113559,7.617516339,263.7784393,rice,mandya,2013,68,5,Karnataka,65.62,229.15,3492.08
73,57,41,21.42233622,84.92449812,5.825177465,271.7917278,rice,kolhapur,2015,107,7,Maharashtra,112.4,276.6,2460.85
74,39,38,23.24298616,84.60376889,7.749547979,233.7875693,rice,meerut,1991,191,12,Uttar Pradesh,20.79,41.53,1997.3
71,46,40,20.24583145,82.10788154,7.246464085,191.3071683,rice,murshidabad,1992,804,13,West Bengal,360.16,818.81,2273.46
98,47,37,23.43297613,81.33901765,7.367727693,223.8153643,rice,mandya,2009,68,5,Karnataka,79.96,263.41,3294.27
60,55,44,23.03085553,82.31566237,7.803313034,264.8599686,rice,sangrur,1981,175,9,Punjab,112,384,3428.57
89,54,38,24.42667844,83.53128176,6.678934416,229.9129602,rice,mandya,1980,68,5,Karnataka,65.3,275.8,4223.58
92,35,40,22.23070562,80.29434579,6.315388702,200.3393525,rice,chhindwara,1985,9,6,Madhya Pradesh,27.1,24.2,892.99
61,52,41,25.00544179,83.85314902,6.904961325,206.2096746,rice,sangrur,1987,175,9,Punjab,229,872,3807.86
66,60,38,22.16836438,83.47896361,6.366278401,231.5355032,rice,murshidabad,1988,804,13,West Bengal,366.26,757.7,2068.75
99,41,36,24.56124473,82.77143431,6.748022856,182.4934037,rice,murshidabad,2002,804,13,West Bengal,406.72,1072.8,2637.69
76,40,43,25.14743143,83.10799512,5.073790348,232.1288885,rice,sangrur,2014,175,9,Punjab,385.88,1817.92,4711.1
85,38,41,21.61909658,82.79709355,6.244074812,276.9294319,rice,meerut,1994,191,12,Uttar Pradesh,26.55,61.74,2325.08
82,43,38,23.22834866,81.42833961,5.11985188,241.3228291,rice,sangrur,2000,175,9,Punjab,363.72,1370,3766.63
60,43,44,21.10611572,82.97541202,7.407235793,298.4792219,rice,mandya,2010,68,5,Karnataka,81.04,277.06,3418.81
74,54,38,25.64660588,83.42950261,7.105594785,217.8122444,rice,bareilly,2011,199,12,Uttar Pradesh,162.32,407.37,2509.67
89,45,36,21.35366727,80.49702845,6.430722223,185.0820335,rice,karnal,2013,184,4,Haryana,484.56,1677.4,3461.7
73,57,41,21.42950769,84.9348608,5.816534631,272.8666339,rice,bareilly,1986,199,12,Uttar Pradesh,135.1,238.1,1762.4
97,59,43,26.31025419,84.03644232,6.281487995,272.7133213,rice,hoshangabad,1987,43,6,Madhya Pradesh,13,14,1076.92
67,45,38,22.7994001,82.16249928,7.295390691,259.8728584,rice,sangrur,2003,175,9,Punjab,372.64,1595.12,4280.59
81,45,35,26.57851143,80.09653145,6.157819107,218.7267518,rice,sangrur,1982,175,9,Punjab,129,506,3922.48
72,40,38,20.41506018,82.20925673,7.576004943,245.5847777,rice,meerut,2007,191,12,Uttar Pradesh,51.86,125.29,2415.89
91,35,38,24.91906029,80.54443919,6.131060308,183.5575699,rice,sangrur,2014,175,9,Punjab,385.88,1817.92,4711.1
61,53,43,26.37143638,81.10799524,6.351290005,224.0323483,rice,sangrur,1991,175,9,Punjab,301,1064,3534.88
74,54,38,25.59137832,83.53197587,7.136949388,217.0938243,rice,east godavari,1993,46,1,Andhra Pradesh,395,1211,3065.82
93,47,37,21.57006992,82.10879794,6.479832692,295.168345,rice,chhindwara,1988,9,6,Madhya Pradesh,27.5,20.3,738.18
97,36,45,22.24628017,81.8696375,6.945221493,277.4907398,rice,ludhiana,2011,171,9,Punjab,269.9,1148.6,4255.65
72,40,38,20.45242207,82.1850577,7.607048559,245.3809524,rice,ludhiana,1985,171,9,Punjab,182,694,3813.19
66,60,38,22.11694218,83.44319765,6.374364929,231.018255,rice,meerut,2003,191,12,Uttar Pradesh,46.69,105.3,2255.3
85,52,45,26.28253281,82.33216473,7.205496846,265.4824058,rice,ludhiana,1979,171,9,Punjab,91,313,3439.56
91,56,37,23.45558835,80.58492655,6.354686319,268.6954496,rice,gorakhpur,2015,221,12,Uttar Pradesh,320.34,628.4,1961.67
88,54,44,25.731679,83.91381583,6.126097799,233.8920372,rice,hoshangabad,2002,43,6,Madhya Pradesh,11,13.9,1263.64
78,42,42,20.14963963,81.56457335,7.627313234,263.0089054,rice,chhindwara,1988,9,6,Madhya Pradesh,27.5,20.3,738.18
60,55,45,21.40023758,83.31844189,5.919440047,286.8366726,rice,ludhiana,1985,171,9,Punjab,182,694,3813.19
99,57,35,26.76266558,81.20481937,5.946004774,273.4673734,rice,hoshangabad,1992,43,6,Madhya Pradesh,10.7,12.8,1196.26
90,46,42,24.01029044,81.45439906,7.516038021,251.2382082,rice,east godavari,2016,46,1,Andhra Pradesh,383.96,1627.03,4237.51
91,53,40,26.61197558,81.39193743,5.377596788,264.3065914,rice,sangrur,1984,175,9,Punjab,204,619,3034.31
97,36,45,22.25062659,81.83568831,6.953757928,279.1215864,rice,mandya,1989,68,5,Karnataka,72.6,211.4,2911.85
91,56,37,23.42895553,80.61241463,6.327932632,269.8585965,rice,ahmednagar,1988,102,7,Maharashtra,5.8,8.1,1396.55
85,52,45,26.32102475,82.36558986,7.22476479,265.4381547,rice,east godavari,1996,46,1,Andhra Pradesh,422,1017,2409.95
64,45,43,25.56572276,83.51338702,5.530990367,210.7743145,rice,karnal,2004,184,4,Haryana,486.69,1526.18,3135.81
97,50,41,24.56457932,80.594586,7.061866711,259.4291341,rice,ahmednagar,2012,102,7,Maharashtra,7.5,4.61,614.67
78,35,44,26.57563456,84.65517818,7.070261574,183.7672815,rice,kolhapur,1997,107,7,Maharashtra,110.1,252.9,2297
70,36,42,21.82414124,80.67502487,6.948043994,202.2869817,rice,karnal,1984,184,4,Haryana,351,878,2501.42
67,59,41,21.91005089,80.99463531,6.000480645,212.489838,rice,karnal,2013,184,4,Haryana,484.56,1677.4,3461.7
75,54,36,26.29203695,84.55939677,7.01487945,257.2697729,rice,chhindwara,1983,9,6,Madhya Pradesh,26.3,27.5,1045.63
61,53,43,26.4490815,81.03501872,6.347096122,223.5982907,rice,ludhiana,2005,171,9,Punjab,262.75,1184.15,4506.76
79,43,39,21.72291807,80.74436365,7.072067791,210.5714771,rice,gorakhpur,2001,221,12,Uttar Pradesh,321.34,633.77,1972.27
72,40,38,20.39266553,82.20857712,7.620504661,246.7776184,rice,kolhapur,1993,107,7,Maharashtra,101.6,244.1,2402.56
88,46,42,22.65928261,83.4960428,6.579924364,193.2031121,rice,kolhapur,2002,107,7,Maharashtra,106.1,234.7,2212.06
67,43,39,26.037433,84.98171726,5.974322009,186.6733485,rice,mandya,1979,68,5,Karnataka,70,203.5,2907.14
64,45,43,25.55814808,83.55283627,5.503281628,210.1797372,rice,gorakhpur,2004,221,12,Uttar Pradesh,292.53,552.09,1887.29
82,43,38,23.26858218,81.45085818,5.099104601,242.9555704,rice,east godavari,1984,46,1,Andhra Pradesh,380.5,923.7,2427.6
86,59,35,25.76185005,82.10989858,6.963341143,243.7606239,rice,karnal,2016,184,4,Haryana,498.94,1700.64,3408.51
91,50,40,20.80693335,84.13854242,6.482975618,229.7507451,rice,kolhapur,1979,107,7,Maharashtra,100.3,168.2,1676.97
94,56,42,23.87919185,82.23694467,7.396037251,194.7105507,rice,meerut,2008,191,12,Uttar Pradesh,59.47,134.22,2256.98
79,42,37,24.90280321,82.83431161,6.586168686,295.4224506,rice,ahmednagar,2011,102,7,Maharashtra,7.9,7.8,987.34
75,38,39,23.48099837,84.80692871,6.219651529,283.620462,rice,kolhapur,2015,107,7,Maharashtra,112.4,276.6,2460.85
72,40,38,20.35858306,82.20969036,7.613236561,244.7493742,rice,mandya,1982,68,5,Karnataka,62.9,194,3084.26
77,38,36,21.85303693,80.15119406,5.961193008,224.741843,rice,east godavari,2014,46,1,Andhra Pradesh,394.12,1563.23,3966.38
89,45,36,21.30505821,80.48413549,6.446994192,185.9166913,rice,hoshangabad,2011,43,6,Madhya Pradesh,26,52.3,2011.54
78,42,42,20.06913877,81.55777202,7.660342153,262.3925652,rice,guntur,1991,49,1,Andhra Pradesh,376.57,1033.57,2744.7
83,60,36,25.62640275,80.11305868,6.909293134,201.1326979,rice,guntur,2017,49,1,Andhra Pradesh,224.27,936.37,4175.12
72,40,38,20.39438205,82.23207949,7.591882241,244.86321,rice,east godavari,1989,46,1,Andhra Pradesh,436.3,1125,2578.5
79,42,37,24.87999263,82.84796706,6.601405673,295.7372406,rice,hoshangabad,1984,43,6,Madhya Pradesh,13.5,13.4,992.59
60,43,44,21.05188265,82.93422603,7.435378724,300.0091067,rice,mandya,1981,68,5,Karnataka,67.2,305.2,4541.67
91,50,40,20.77532818,84.12320022,6.470558471,230.2784453,rice,karnal,1978,184,4,Haryana,288.9,867,3001.04
69,55,38,22.60259672,82.64851491,5.722862458,271.3721701,rice,sangrur,2002,175,9,Punjab,358.4,1453.96,4056.81
91,36,45,24.4375915,82.45591018,5.936145454,267.6650911,rice,chhindwara,2014,9,6,Madhya Pradesh,20,48,2400
76,60,39,20.08314179,80.33515076,6.741694888,208.6381783,rice,east godavari,1984,46,1,Andhra Pradesh,380.5,923.7,2427.6
79,42,37,24.83037506,82.84057958,6.615081303,295.0040934,rice,chhindwara,2007,9,6,Madhya Pradesh,20.5,12.01,585.85
94,53,40,20.25022906,82.89511142,5.740129791,242.8000839,rice,karnal,1999,184,4,Haryana,477.38,1244.48,2606.91
99,57,35,26.75932135,81.16649259,5.948591755,272.4889068,rice,karnal,1992,184,4,Haryana,416.08,1087,2612.45
95,39,36,23.86112706,83.1345777,5.555910105,284.6609367,rice,sangrur,2015,175,9,Punjab,390.88,1875.72,4798.71
74,39,38,23.2363662,84.60296336,7.780854908,233.9423991,rice,guntur,1984,49,1,Andhra Pradesh,345.4,686.1,1986.39
88,55,45,24.70336547,80.42192558,7.729478447,253.2727018,rice,karnal,2002,184,4,Haryana,469.56,1322.08,2815.55
81,45,35,26.49201838,80.07077216,6.166365757,218.1666904,rice,karnal,1985,184,4,Haryana,367,1034,2817.44
93,56,36,23.99226061,82.04629536,6.987150969,185.8718354,rice,bareilly,1990,199,12,Uttar Pradesh,141.1,309.07,2190.43
85,38,41,21.53834909,82.78785673,6.256586956,276.6432719,rice,gorakhpur,2001,221,12,Uttar Pradesh,321.34,633.77,1972.27
91,36,45,24.43743354,82.39480785,5.949011225,267.0051888,rice,mandya,2008,68,5,Karnataka,89.36,285.55,3195.5
97,36,45,22.23629344,81.87364874,6.924360414,279.4846448,rice,meerut,1991,191,12,Uttar Pradesh,20.79,41.53,1997.3
60,43,44,20.98922302,82.93237728,7.393767238,298.8551084,rice,ahmednagar,2001,102,7,Maharashtra,7.3,4.1,561.64
60,49,44,20.76588928,84.45292372,6.274384093,240.6588503,rice,sangrur,2005,175,9,Punjab,373.8,1653.88,4424.51
66,60,38,21.99517744,83.5021292,6.370746194,232.3731893,rice,bareilly,2001,199,12,Uttar Pradesh,175.94,364.01,2068.94
60,36,43,23.46543348,83.10094233,5.2614423,219.9874471,rice,sangrur,2011,175,9,Punjab,385.88,1676.12,4343.63
66,60,38,22.07452615,83.47966552,6.342785734,231.3506445,rice,guntur,2010,49,1,Andhra Pradesh,401.59,1090.52,2715.51
99,41,36,24.47574544,82.7019078,6.735941001,181.782886,rice,ahmednagar,2014,102,7,Maharashtra,8.6,2.2,255.81
74,54,38,25.68427177,83.42912059,7.121007045,219.0938056,rice,hoshangabad,1990,43,6,Madhya Pradesh,11.7,14.1,1205.13
91,35,38,24.8905289,80.51230409,6.152073839,183.3340241,rice,east godavari,1990,46,1,Andhra Pradesh,382.75,752.53,1966.11
74,35,40,26.47284282,80.13522814,7.004139082,241.5410683,rice,ahmednagar,1990,102,7,Maharashtra,7.5,7.1,946.67
60,43,44,21.0427714,82.96760494,7.405062444,298.7404301,rice,gorakhpur,2014,221,12,Uttar Pradesh,318.4,744,2336.68
78,43,42,21.34343909,82.99955931,7.279001266,192.7870189,rice,bareilly,1979,199,12,Uttar Pradesh,79.5,29.6,372.33
81,53,42,23.68094223,81.02964683,5.179131308,232.4014587,rice,hoshangabad,1993,43,6,Madhya Pradesh,10.7,13.6,1271.03
92,35,40,22.19641045,80.33825597,6.400871253,199.9444284,rice,kolhapur,1995,107,7,Maharashtra,102.3,228.5,2233.63
95,55,42,26.79784766,82.16232359,5.957201511,193.6477708,rice,meerut,2001,191,12,Uttar Pradesh,54.57,128.07,2347.03
60,49,44,20.68861317,84.46803962,6.24442686,240.5411996,rice,mandya,2002,68,5,Karnataka,43.12,122.36,2837.66
78,40,38,26.49523317,83.83439139,7.562445813,248.5058618,rice,chhindwara,2015,9,6,Madhya Pradesh,31,54,1741.94
77,36,37,26.84189841,81.46100343,6.132608591,195.1087166,rice,guntur,2000,49,1,Andhra Pradesh,373.44,1254.72,3359.95
65,61,43,21.94284903,81.87549,5.675887661,227.4356237,rice,sangrur,2003,175,9,Punjab,372.64,1595.12,4280.59
67,59,41,21.96203824,80.93850396,5.98452237,213.4755162,rice,murshidabad,1981,804,13,West Bengal,307.87,313.05,1016.83
88,54,44,25.74170076,83.92812528,6.133652,233.5767549,rice,east godavari,2002,46,1,Andhra Pradesh,301,1043,3465.12
95,39,36,23.84768722,83.16134587,5.571074138,284.1819419,rice,karnal,2008,184,4,Haryana,496.47,1362.62,2744.64
91,36,45,24.41715075,82.44789408,5.92657697,267.4214412,rice,bareilly,2014,199,12,Uttar Pradesh,163.95,337.57,2058.98
98,53,38,20.26012532,81.6349027,5.006640939,271.4071597,rice,ahmednagar,2013,102,7,Maharashtra,7.9,19,2405.06
64,45,43,25.6304451,83.5471587,5.535890749,209.2726558,rice,ludhiana,2006,171,9,Punjab,260.6,1135,4355.33
83,60,36,25.61225989,80.15465437,6.872180119,201.3078299,rice,chhindwara,1987,9,6,Madhya Pradesh,26,28,1076.92
94,53,40,20.27134938,82.92905483,5.713286807,242.2757685,rice,guntur,1998,49,1,Andhra Pradesh,394.16,1230.76,3122.49
67,43,39,25.98882642,84.96745948,5.99021639,185.5176654,rice,mandya,2004,68,5,Karnataka,91.99,339.53,3690.94
81,45,35,26.52755161,80.15131703,6.148340746,218.2383185,rice,ahmednagar,1997,102,7,Maharashtra,10.3,12.6,1223.3
85,38,41,21.55783941,82.77419495,6.251684601,276.2930146,rice,ahmednagar,2002,102,7,Maharashtra,7.4,1.7,229.73
83,41,43,21.07952973,82.74306544,6.259922697,233.9032848,rice,chhindwara,2013,9,6,Madhya Pradesh,13.81,28.05,2031.14
74,35,40,26.52220499,80.15512552,6.98315218,241.7043391,rice,kolhapur,2008,107,7,Maharashtra,114.4,287.2,2510.49
60,48,39,24.22494972,80.31167134,7.05305963,231.626162,rice,meerut,1980,191,12,Uttar Pradesh,24.3,32,1316.87
78,35,44,26.59307927,84.70043375,7.079457942,183.7026392,rice,mandya,2015,68,5,Karnataka,58.49,214.38,3665.24
90,44,38,23.75907061,83.86416404,7.470899936,241.1971941,rice,hoshangabad,2017,43,6,Madhya Pradesh,136.8,312.65,2285.45
60,51,36,22.66361812,82.83257613,6.012242675,258.0162571,rice,karnal,1978,184,4,Haryana,288.9,867,3001.04
60,36,43,23.47947525,83.02266394,5.296165532,220.2621125,rice,chhindwara,2008,9,6,Madhya Pradesh,19.3,9.57,495.85
75,38,39,23.38523149,84.72700896,6.220680043,283.2963852,rice,chhindwara,1986,9,6,Madhya Pradesh,28,16,571.43
60,36,43,23.4292558,83.03096096,5.260715019,219.20513,rice,bareilly,2006,199,12,Uttar Pradesh,158.73,283.61,1786.74
97,59,43,26.36096608,84.00909875,6.297125293,270.455077,rice,ahmednagar,2002,102,7,Maharashtra,7.4,1.7,229.73
98,53,38,20.17559486,81.67012635,5.002484543,269.6501539,rice,sangrur,1999,175,9,Punjab,366.56,1306.16,3563.29
81,41,38,22.66396133,83.80501286,7.484238121,200.4759902,rice,ludhiana,2005,171,9,Punjab,262.75,1184.15,4506.76
88,55,45,24.59194515,80.38404237,7.732600269,252.9617047,rice,ludhiana,1979,171,9,Punjab,91,313,3439.56
64,45,43,25.64041753,83.53620011,5.527381317,208.7278219,rice,meerut,1998,191,12,Uttar Pradesh,49.77,103.33,2076.06
89,45,36,21.31567299,80.48281525,6.428711724,186.3576817,rice,ludhiana,1992,171,9,Punjab,238,923.2,3878.99
99,57,35,26.78021821,81.20238779,5.97430332,274.4330116,rice,chhindwara,1979,9,6,Madhya Pradesh,27.9,5.5,197.13
64,45,43,25.66217269,83.52108166,5.567879095,209.124225,rice,ludhiana,1996,171,9,Punjab,239,860.45,3600.21
73,57,41,21.48299202,84.90620356,5.848798728,272.0494545,rice,murshidabad,1979,804,13,West Bengal,319.2,466.69,1462.06
81,53,42,23.6616298,81.02706276,5.176499055,233.9770511,rice,meerut,2003,191,12,Uttar Pradesh,46.69,105.3,2255.3
83,58,45,25.78652646,83.52508994,5.893523439,245.5494343,rice,murshidabad,1998,804,13,West Bengal,362.98,994.05,2738.58
72,45,35,25.43240518,82.96223913,5.751431528,194.3271279,rice,gorakhpur,2008,221,12,Uttar Pradesh,318.67,683.54,2144.98
69,37,42,23.07566375,83.36681927,7.071205433,251.5119812,rice,east godavari,2006,46,1,Andhra Pradesh,396.89,1393.55,3511.17
76,60,39,20.07426833,80.42179238,6.760314786,209.1268645,rice,ludhiana,1985,171,9,Punjab,182,694,3813.19
95,55,42,26.80793598,82.21268465,5.960184839,192.9359293,rice,ahmednagar,1985,102,7,Maharashtra,6.7,6.4,955.22
99,54,37,21.13833831,80.29194528,5.601431641,198.2836014,rice,meerut,2003,191,12,Uttar Pradesh,46.69,105.3,2255.3
74,39,38,23.2346169,84.56658343,7.767088752,233.2274303,rice,bareilly,1982,199,12,Uttar Pradesh,122.8,147.7,1202.77
94,53,40,20.34922706,82.9013216,5.718609843,242.5196869,rice,murshidabad,2016,804,13,West Bengal,375.29,1235.66,3292.58
91,50,40,20.80688725,84.1056457,6.459272318,229.9305552,rice,kolhapur,1983,107,7,Maharashtra,99.3,215.2,2167.17
98,47,37,23.53937146,81.35575003,7.36913317,223.2092714,rice,hoshangabad,1979,43,6,Madhya Pradesh,11.9,4.2,352.94
97,50,41,24.5131042,80.50638602,7.048644718,260.530394,rice,karnal,1980,184,4,Haryana,308,861,2795.45
97,36,45,22.29934173,81.86413138,6.930669762,278.5565632,rice,murshidabad,2008,804,13,West Bengal,399.5,1123.7,2812.77
95,52,36,26.21702723,83.82902548,5.518742036,286.5134703,rice,karnal,2014,184,4,Haryana,489.02,1575.4,3221.55
62,42,36,22.7250966,82.07083747,6.408995296,249.1016396,rice,ahmednagar,1981,102,7,Maharashtra,8,10,1250
69,55,38,22.66770099,82.60292836,5.727202267,272.0229451,rice,ahmednagar,2014,102,7,Maharashtra,8.6,2.2,255.81
92,35,40,22.17332108,80.30036002,6.343706839,199.9329203,rice,ludhiana,2006,171,9,Punjab,260.6,1135,4355.33
95,39,36,23.84642538,83.12550497,5.520915113,283.5776598,rice,hoshangabad,1990,43,6,Madhya Pradesh,11.7,14.1,1205.13
69,55,38,22.77442378,82.64483873,5.704841686,271.2251502,rice,sangrur,1992,175,9,Punjab,308.4,1161.64,3766.67
63,44,41,24.19613425,83.74073489,5.576296879,256.3504592,rice,karnal,1978,184,4,Haryana,288.9,867,3001.04
60,55,45,21.43572019,83.38338264,5.944296107,288.1053729,rice,hoshangabad,2017,43,6,Madhya Pradesh,136.8,312.65,2285.45
65,60,38,22.06285289,83.45575201,6.38803811,231.3798793,rice,kolhapur,2003,107,7,Maharashtra,106.9,248.3,2322.73
88,35,40,23.5472344,83.56457006,5.862959663,292.7231554,rice,east godavari,2006,46,1,Andhra Pradesh,396.89,1393.55,3511.17
68,46,41,23.60713168,80.26954959,5.018089383,262.4141152,rice,east godavari,2000,46,1,Andhra Pradesh,416.83,1366.63,3278.63
85,52,45,26.30720983,82.37177675,7.212461112,266.6908775,rice,bareilly,2002,199,12,Uttar Pradesh,123.04,229.95,1868.9
77,38,36,21.82255362,80.20691313,5.956723398,224.4851683,rice,mandya,1982,68,5,Karnataka,62.9,194,3084.26
76,60,39,19.97306549,80.35107539,6.755573069,208.5567942,rice,bareilly,1983,199,12,Uttar Pradesh,129.2,185.4,1434.98
88,46,42,22.60422244,83.45848899,6.580832951,193.4117093,rice,ludhiana,2004,171,9,Punjab,259.75,1199.65,4618.48
64,45,43,25.66969126,83.53893698,5.536232804,210.9899431,rice,east godavari,2011,46,1,Andhra Pradesh,337.09,1176.83,3491.14
91,35,39,23.8227841,80.41279338,6.969617016,207.2198987,rice,bareilly,2009,199,12,Uttar Pradesh,163.08,290.13,1779.07
79,42,37,24.96211708,82.84926733,6.580302622,295.8318902,rice,mandya,1998,68,5,Karnataka,79.89,245.66,3074.98
98,47,37,23.51908057,81.28708355,7.372405792,224.8597945,rice,east godavari,1982,46,1,Andhra Pradesh,368.1,902.8,2452.59
61,53,43,26.4272389,81.03808367,6.315842029,223.9057933,rice,ahmednagar,1994,102,7,Maharashtra,6.8,6,882.35
74,54,38,25.65744092,83.41127859,7.129093777,216.1191176,rice,ludhiana,2005,171,9,Punjab,262.75,1184.15,4506.76
67,45,38,22.69871179,82.12312771,7.28048083,261.4771895,rice,east godavari,2007,46,1,Andhra Pradesh,410.78,1518.59,3696.84
83,41,43,21.08495281,82.65748788,6.263981396,232.9406404,rice,east godavari,1979,46,1,Andhra Pradesh,326,675,2070.55
79,42,37,24.82500121,82.83405094,6.583193122,295.7064502,rice,mandya,1982,68,5,Karnataka,62.9,194,3084.26
73,35,38,24.85390147,81.96950794,5.008103297,185.838778,rice,ludhiana,1988,171,9,Punjab,187,606,3240.64
72,45,35,25.48793213,82.88659557,5.760768652,195.4247547,rice,murshidabad,1988,804,13,West Bengal,366.26,757.7,2068.75
85,38,41,21.48706719,82.83591325,6.264480631,275.7719166,rice,east godavari,2015,46,1,Andhra Pradesh,381.74,1445.57,3786.79
83,58,45,25.74594881,83.50679664,5.876577626,246.0176211,rice,karnal,2014,184,4,Haryana,489.02,1575.4,3221.55
76,60,39,20.05549442,80.38431268,6.744615941,208.5809697,rice,guntur,1995,49,1,Andhra Pradesh,328.22,948.72,2890.5
99,55,35,21.75471651,80.23339143,6.495472278,278.2208029,rice,guntur,1984,49,1,Andhra Pradesh,345.4,686.1,1986.39
70,36,42,21.91349769,80.73727429,6.936570051,201.968516,rice,guntur,1991,49,1,Andhra Pradesh,376.57,1033.57,2744.7
76,49,42,24.94940421,84.45826488,5.207222443,196.8931003,rice,meerut,2007,191,12,Uttar Pradesh,51.86,125.29,2415.89
91,36,45,24.52178786,82.43940793,5.961700496,269.2456388,rice,ludhiana,1982,171,9,Punjab,133,524,3939.85
67,43,39,26.02759465,84.95567692,6.013703367,186.459576,rice,ludhiana,1980,171,9,Punjab,95,360,3789.47
71,46,40,20.32811468,82.15492519,7.235794147,192.1422756,rice,ahmednagar,1986,102,7,Maharashtra,7,7,1000
67,47,44,26.70258169,81.82729327,7.856734878,280.6595978,rice,gorakhpur,1995,221,12,Uttar Pradesh,314.22,648.55,2064
94,50,37,25.72824221,80.63858115,6.949734709,209.9772119,rice,meerut,1983,191,12,Uttar Pradesh,21.1,33.6,1592.42
85,38,41,21.51025255,82.80987979,6.263686231,275.7666557,rice,ludhiana,2010,171,9,Punjab,269.3,1185.35,4401.6
99,41,36,24.51482306,82.75915114,6.759143652,182.0597361,rice,ahmednagar,2007,102,7,Maharashtra,8.6,10.24,1190.7
88,54,44,25.75689007,83.92462996,6.166862387,233.6065636,rice,bareilly,1998,199,12,Uttar Pradesh,173.15,362.08,2091.13
86,59,35,25.80865288,82.10086716,6.987072765,243.4386347,rice,sangrur,1990,175,9,Punjab,287,1060,3693.38
73,57,41,21.42267311,84.91063751,5.823550197,272.1338114,rice,mandya,2007,68,5,Karnataka,86.72,278.04,3206.18
91,36,45,24.42544512,82.42481517,5.960761351,268.4877437,rice,ahmednagar,2017,102,7,Maharashtra,16.2,37.3,2302.47
91,56,37,23.46388618,80.61396961,6.397864111,268.2105226,rice,hoshangabad,1978,43,6,Madhya Pradesh,11.3,10.1,893.81
89,45,36,21.33284996,80.44424639,6.4206426,186.4941854,rice,bareilly,1986,199,12,Uttar Pradesh,135.1,238.1,1762.4
79,42,37,24.88536879,82.78705451,6.539218459,294.8851812,rice,meerut,2015,191,12,Uttar Pradesh,68.4,188.14,2750.77
97,36,45,22.2279261,81.84858508,6.936560212,280.0423867,rice,guntur,2010,49,1,Andhra Pradesh,401.59,1090.52,2715.51
71,46,40,20.31616232,82.11665364,7.238132938,192.9064418,rice,ahmednagar,1996,102,7,Maharashtra,5.7,7.6,1333.33
74,54,38,25.63828374,83.47557775,7.102163202,217.2258966,rice,ludhiana,1985,171,9,Punjab,182,694,3813.19
78,35,44,26.57083101,84.6559017,7.037197834,182.4910569,rice,gorakhpur,2013,221,12,Uttar Pradesh,311.9,760.63,2438.7
97,50,41,24.54241963,80.55646898,7.07208596,260.7129279,rice,sangrur,1983,175,9,Punjab,168,596,3547.62
94,50,37,25.70635434,80.65871599,6.956821278,209.5506837,rice,karnal,2002,184,4,Haryana,469.56,1322.08,2815.55
98,47,37,23.5004326,81.31591914,7.385622584,225.5128046,rice,guntur,1990,49,1,Andhra Pradesh,371.9,1158.49,3115.02
90,44,38,23.85999756,83.87528642,7.501374273,240.8196434,rice,mandya,1989,68,5,Karnataka,72.6,211.4,2911.85
83,41,43,21.06459723,82.65156963,6.262703044,234.2402809,rice,chhindwara,1995,9,6,Madhya Pradesh,19.6,11.1,566.33
68,57,43,26.09116431,80.39851988,5.701008717,184.0373526,rice,meerut,1978,191,12,Uttar Pradesh,26.9,27.8,1033.46
82,40,40,23.78756807,84.76678252,6.30276579,296.9597234,rice,kolhapur,2001,107,7,Maharashtra,106.3,290.5,2732.83
78,40,38,26.54232944,83.90102038,7.531711784,247.0557897,rice,ahmednagar,2017,102,7,Maharashtra,16.2,37.3,2302.47
93,56,36,23.93234476,82.09754958,6.997930949,186.4425352,rice,ahmednagar,2005,102,7,Maharashtra,8,3.5,437.5
90,42,43,20.87179576,81.98283562,6.527687829,202.4730844,rice,east godavari,2016,46,1,Andhra Pradesh,383.96,1627.03,4237.51
99,41,36,24.46086438,82.74236934,6.716644281,183.0261922,rice,karnal,1988,184,4,Haryana,389,935,2403.6
63,44,41,24.17112948,83.73264108,5.587610482,256.0675822,rice,kolhapur,1978,107,7,Maharashtra,98,202.6,2067.35
60,55,45,21.36610394,83.32679,5.937790095,287.0325011,rice,kolhapur,1998,107,7,Maharashtra,106.3,289.8,2726.25
78,42,42,20.10184234,81.57241346,7.60485875,262.0705315,rice,mandya,2009,68,5,Karnataka,79.96,263.41,3294.27
73,57,41,21.47098181,84.91405223,5.842531438,272.5138975,rice,chhindwara,2001,9,6,Madhya Pradesh,25.4,11.3,444.88
67,47,44,26.72150983,81.80728549,7.903922112,281.0030649,rice,mandya,2006,68,5,Karnataka,69.54,209.67,3015.1
78,43,42,21.33618496,83.01723287,7.283119225,193.7762636,rice,kolhapur,2011,107,7,Maharashtra,104.9,280.88,2677.6
90,44,38,23.84192403,83.88756923,7.468623471,240.9365792,rice,karnal,2004,184,4,Haryana,486.69,1526.18,3135.81
